# Gnuplot project file
# no xlogscale 
# no ylogscale
plot  "-" using 1:2:3 w yerrorline  title ""
# X Y DY 
0.1	0.0448019116923	0.000289594928181
0.15	0.0496234764857	0.000267156682247
0.2	0.0522935255684	0.000205726441683
0.25	0.0550011596894	0.00020948022073
0.3	0.0588077167923	0.000183707266251
0.35	0.0626229169544	0.000214681007278
0.4	0.0669890118123	0.000179617187672
0.45	0.0721319591898	0.000173188007296
0.5	0.0770132787098	0.000193815184342
0.55	0.0813208921242	0.000163594452772
0.6	0.0850228177061	0.000167457167989
0.65	0.0881724727222	0.00017677335897
0.7	0.0898315806236	0.000157214055143
0.75	0.0915492482813	0.000161694922649
0.8	0.092527613833	0.000138160892878
0.85	0.0933685157477	0.000140888845659
0.9	0.0935871825721	0.000153748642355
0.95	0.0937025516092	0.000139936438545
1.0	0.0935305745783	0.000138675152308
1.1	0.0928403001134	0.000135115820696
1.2	0.0911226063776	0.000128699912287
1.3	0.0898015642757	0.000118817803806
1.4	0.0877944605957	0.000106637678484
1.5	0.0860952836147	0.000129166700781
1.6	0.0838621619787	0.000104632090511
1.7	0.0819211293877	0.000103405049226
1.8	0.0799141715003	9.45533577755e-05
1.9	0.0778124960706	0.000102590525187
2.0	0.0757274222151	0.000102561867774
end 
